#Start @ Tue Jul  9 12:31:03 2019
#Twotheta(degree) Theta Q Time Count1 Count2 Count3 Count4 Count5 Count6 Count7 Count8
1.420000 0.710000 0.0 5 53762 193 1329 1796 1239 10218 8380 0
1.440000 0.720000 0.0 5 53756 176 1432 1713 1167 10072 8292 0
1.460000 0.730000 0.0 5 53756 208 1471 1766 1159 10034 8408 0
1.480000 0.740000 0.0 5 53748 178 1138 1489 1237 9985 8230 0
1.500000 0.750000 0.0 5 53748 174 894 1689 1136 10026 8242 0
1.520000 0.760000 0.0 5 53750 191 899 1830 1171 10207 8239 0
1.540000 0.770000 0.0 5 53750 196 837 1725 1118 10048 8378 0
1.560000 0.780000 0.0 5 53738 190 886 1811 1139 9870 8329 0
1.580000 0.790000 0.0 5 53746 214 863 1853 1101 10282 8130 0
1.600000 0.800000 0.0 5 53747 215 1699 1852 1120 10041 8276 0
1.620000 0.810000 0.0 5 53741 226 2182 1761 1133 10290 8355 0
1.640000 0.820000 0.0 5 53731 226 3251 1815 1059 10094 8138 0
1.660000 0.830000 0.0 5 53739 226 4504 1822 1123 10145 8176 0
1.680000 0.840000 0.0 5 53738 256 4234 1437 1111 10042 8182 0
1.700000 0.850000 0.0 5 53778 287 2470 1442 1175 9857 8067 0
1.720000 0.860000 0.0 5 53771 508 1183 1526 1101 10036 8108 0
1.740000 0.870000 0.0 5 53778 553 1354 1782 1155 10040 8079 0
1.760000 0.880000 0.0 5 53772 273 3622 1824 1104 9734 8159 0
1.780000 0.890000 0.0 5 53769 259 11592 1889 1105 9799 8241 0
1.800000 0.900000 0.0 5 53766 264 17890 1976 1140 10026 8252 0
1.820000 0.910000 0.0 5 53766 265 15071 1974 1120 9785 8245 0
1.840000 0.920000 0.0 5 53766 251 2266 1931 1154 9883 8124 0
1.860000 0.930000 0.0 5 53759 264 1486 1933 1175 10181 8102 0
1.880000 0.940000 0.0 5 53768 272 893 1761 1142 9788 8120 0
1.900000 0.950000 0.0 5 53768 271 857 1680 1167 9911 8217 0
1.920000 0.960000 0.0 5 53764 285 813 1775 1144 9878 8032 0
1.940000 0.970000 0.0 5 53765 277 838 1959 1122 9881 8235 0
1.960000 0.980000 0.0 5 53764 292 977 2175 1122 9853 8065 0
1.980000 0.990000 0.0 5 53763 285 999 2180 1071 9887 8072 0
2.000000 1.000000 0.0 5 53762 270 1173 2143 1054 9806 8124 0
2.020000 1.010000 0.0 5 53776 298 1435 2169 1143 9767 8152 0
2.040000 1.020000 0.0 5 53804 320 1576 2052 1091 9931 8067 0
2.060000 1.030000 0.0 5 53805 351 1656 1811 1187 9729 8056 0
2.080000 1.040000 0.0 5 53804 316 1580 1640 1125 9890 7954 0
2.100000 1.050000 0.0 5 53802 322 1201 1572 1127 10147 8060 0
2.120000 1.060000 0.0 5 53800 334 926 1469 1125 10030 8190 0
2.140000 1.070000 0.0 5 53802 342 1451 1458 1087 10003 8298 0
2.160000 1.080000 0.0 5 53800 324 1854 1387 1165 9914 8499 0
2.180000 1.090000 0.0 5 53799 382 2379 1455 1192 9838 8207 0
2.200000 1.100000 0.0 5 53801 360 1021 1647 1178 9772 8221 0
2.220000 1.110000 0.0 5 53793 393 763 1517 1133 9780 7978 0
2.240000 1.120000 0.0 5 53796 372 798 1448 1241 9918 8150 0
2.260000 1.130000 0.0 5 53793 398 747 1515 1178 9936 8088 0
2.280000 1.140000 0.0 5 53789 425 756 1455 1207 9859 8129 0
2.300000 1.150000 0.0 5 53786 393 725 1466 1184 9670 8011 0
2.320000 1.160000 0.0 5 53786 480 772 1417 1173 10090 8051 0
2.340000 1.170000 0.0 5 53787 453 717 1404 1169 9824 8007 0
2.360000 1.180000 0.0 5 53788 491 795 1471 1177 9790 8061 0
2.380000 1.190000 0.0 5 53783 449 876 1502 1159 9627 7915 0
2.400000 1.200000 0.0 5 53826 421 872 1548 1109 9853 8013 0
2.420000 1.210000 0.0 5 53825 459 908 1556 1180 9778 7929 0
2.440000 1.220000 0.0 5 53831 476 914 1601 1183 9759 8026 0
2.460000 1.230000 0.0 5 53824 493 721 1543 1105 9711 8091 0
2.480000 1.240000 0.0 5 53823 513 705 1521 1164 9682 8031 0
2.500000 1.250000 0.0 5 53823 565 743 1573 1156 9636 7909 0
2.520000 1.260000 0.0 5 53825 552 688 1511 1216 9495 7908 0
2.540000 1.270000 0.0 5 53822 494 726 1479 1222 9661 7969 0
2.560000 1.280000 0.0 5 53821 560 732 1440 1187 9783 7951 0
2.580000 1.290000 0.0 5 53817 610 704 1561 1244 10025 8195 0
2.600000 1.300000 0.0 5 53815 631 706 1745 1138 9590 8045 0
2.620000 1.310000 0.0 5 53816 620 713 1938 1156 9734 7855 0
2.640000 1.320000 0.0 5 53814 650 780 2224 1106 9717 8016 0
2.660000 1.330000 0.0 5 53813 834 867 5802 1182 9736 8065 0
2.680000 1.340000 0.0 5 53811 3211 1409 2063 1120 9734 7953 0
2.700000 1.350000 0.0 5 53812 9612 1781 1797 1122 9836 7928 0
2.720000 1.360000 0.0 5 53808 23795 2075 1846 1086 9625 7863 0
2.740000 1.370000 0.0 5 53842 25232 2019 1744 1123 9860 7954 0
2.760000 1.380000 0.0 5 53842 774 1520 1642 1113 9462 7965 0
2.780000 1.390000 0.0 5 53839 662 828 1679 1101 9639 8024 0
2.800000 1.400000 0.0 5 53839 611 776 1331 1091 9646 7871 0
2.820000 1.410000 0.0 5 53842 631 793 1372 1176 9768 7882 0
2.840000 1.420000 0.0 5 53845 654 833 1426 1173 9726 7933 0
2.860000 1.430000 0.0 5 53839 626 1764 1401 1184 9734 8125 0
2.880000 1.440000 0.0 5 53838 656 1135 1297 1118 9814 7845 0
2.900000 1.450000 0.0 5 53831 616 1113 1349 1145 9837 7972 0
2.920000 1.460000 0.0 5 53836 623 973 1417 1174 9545 7801 0
2.940000 1.470000 0.0 5 53835 661 853 1419 1157 10057 7892 0
2.960000 1.480000 0.0 5 53832 583 721 1462 1186 9633 7870 0
2.980000 1.490000 0.0 5 53825 604 711 1509 1165 9764 7736 0
3.000000 1.500000 0.0 5 53831 612 802 1518 1137 9886 7830 0
3.020000 1.510000 0.0 5 53829 576 946 1595 1137 9556 7858 0
3.040000 1.520000 0.0 5 53829 602 1882 1780 1191 9597 7936 0
3.060000 1.530000 0.0 5 53851 591 2520 1903 1139 9490 7798 0
3.080000 1.540000 0.0 5 53867 602 2321 1925 1088 9480 7911 0
3.100000 1.550000 0.0 5 53863 601 3563 1935 1181 9678 7763 0
3.120000 1.560000 0.0 5 53856 573 2001 1863 1151 9508 7942 0
3.140000 1.570000 0.0 5 53861 631 1793 1700 1087 9544 8011 0
3.160000 1.580000 0.0 5 53858 636 1248 1579 1180 9519 7782 0
3.180000 1.590000 0.0 5 53858 649 1418 1621 1165 9550 7846 0
3.200000 1.600000 0.0 5 53857 741 2314 1621 1190 9673 7807 0
3.220000 1.610000 0.0 5 53863 584 2000 1560 1121 9602 7758 0
3.240000 1.620000 0.0 5 53850 606 1748 1564 1098 9622 7726 0
3.260000 1.630000 0.0 5 53861 585 927 1510 1131 9810 7791 0
3.280000 1.640000 0.0 5 53855 629 769 1484 1165 9686 7762 0
3.300000 1.650000 0.0 5 53854 564 722 1475 1226 9575 7877 0
3.320000 1.660000 0.0 5 53855 572 752 1588 1221 9623 7821 0
3.340000 1.670000 0.0 5 53859 579 758 1479 1245 9255 7825 0
3.360000 1.680000 0.0 5 53857 667 803 1570 1166 9466 7759 0
3.380000 1.690000 0.0 5 53854 713 954 1603 1202 9401 7677 0
3.400000 1.700000 0.0 5 53855 990 2828 1586 1174 9406 7689 0
3.420000 1.710000 0.0 5 53890 8696 3722 1550 1118 9504 7671 0
3.440000 1.720000 0.0 5 53882 55750 4693 1484 1122 9514 7642 0
3.460000 1.730000 0.0 5 53891 116189 1246 1372 1148 9551 7709 0
3.480000 1.740000 0.0 5 53884 88254 805 1346 1103 9574 7648 0
3.500000 1.750000 0.0 5 53886 4857 742 1384 1089 9520 7708 0
3.520000 1.760000 0.0 5 53883 926 680 1486 1144 9624 7962 0
3.540000 1.770000 0.0 5 53883 677 695 1476 1139 9437 7786 0
3.560000 1.780000 0.0 5 53879 588 701 1605 1175 9455 7910 0
3.580000 1.790000 0.0 5 53879 518 740 1833 1101 9345 7632 0
3.600000 1.800000 0.0 5 53877 528 686 1763 1131 9619 7857 0
3.620000 1.810000 0.0 5 53874 617 731 1714 1092 9496 7853 0
3.640000 1.820000 0.0 5 53872 567 704 1681 1121 9445 7746 0
3.660000 1.830000 0.0 5 53868 540 876 1552 1123 9608 7737 0
3.680000 1.840000 0.0 5 53873 470 1328 1441 1051 9369 7667 0
3.700000 1.850000 0.0 5 53869 477 2085 1453 1127 9533 7876 0
3.720000 1.860000 0.0 5 53872 545 2394 1387 1063 9683 7627 0
3.740000 1.870000 0.0 5 53865 581 2402 1421 1119 9793 7582 0
3.760000 1.880000 0.0 5 53875 463 1949 1533 1132 10006 7735 0
3.780000 1.890000 0.0 5 53903 456 1420 1684 1026 9845 7714 0
3.800000 1.900000 0.0 5 53900 438 1045 1728 1117 9747 7594 0
3.820000 1.910000 0.0 5 53899 470 1130 1872 1132 9456 7731 0
3.840000 1.920000 0.0 5 53899 420 1499 2036 1124 9636 7538 0
3.860000 1.930000 0.0 5 53895 443 1656 2235 1137 9522 7714 0
3.880000 1.940000 0.0 5 53897 441 1605 2210 1196 9546 7598 0
3.900000 1.950000 0.0 5 53887 434 1312 2338 1118 9449 7644 0
3.920000 1.960000 0.0 5 53888 433 975 2481 1132 9601 7653 0
3.940000 1.970000 0.0 5 53885 441 764 2558 1092 9571 7562 0
3.960000 1.980000 0.0 5 53889 452 768 2307 1122 9568 7593 0
3.980000 1.990000 0.0 5 53883 452 756 2319 1110 9487 7633 0
4.000000 2.000000 0.0 5 53884 459 788 2229 1101 9543 7570 0
4.020000 2.010000 0.0 5 53885 426 955 2181 1085 9478 7612 0
4.040000 2.020000 0.0 5 53885 444 1188 2136 1030 9385 7749 0
4.060000 2.030000 0.0 5 53883 466 1335 1679 1160 9438 7437 0
4.080000 2.040000 0.0 5 53886 489 1473 1533 1064 9443 7524 0
4.100000 2.050000 0.0 5 53883 418 1639 1561 1099 9611 7564 0
4.120000 2.060000 0.0 5 53898 437 1170 1621 1116 9438 7543 0
4.140000 2.070000 0.0 5 53915 409 780 1840 1117 9547 7595 0
4.160000 2.080000 0.0 5 53914 443 734 2111 1085 9580 7500 0
4.180000 2.090000 0.0 5 53913 468 732 2104 1084 9481 7645 0
4.200000 2.100000 0.0 5 53910 505 716 2232 1070 9484 7546 0
4.220000 2.110000 0.0 5 53908 466 720 2693 1121 9318 7617 0
4.240000 2.120000 0.0 5 53913 404 689 3379 1082 9506 7552 0
4.260000 2.130000 0.0 5 53913 433 724 3089 1106 9349 7525 0
4.280000 2.140000 0.0 5 53910 423 758 1529 1122 9530 7560 0
4.300000 2.150000 0.0 5 53909 449 681 1520 1269 9321 7648 0
4.320000 2.160000 0.0 5 53910 444 724 1556 1200 9568 7516 0
4.340000 2.170000 0.0 5 53901 412 742 1668 1080 9447 7669 0
4.360000 2.180000 0.0 5 53905 456 709 1935 1082 9451 7620 0
4.380000 2.190000 0.0 5 53904 401 761 2132 1067 9565 7492 0
4.400000 2.200000 0.0 5 53903 431 729 1887 1112 9689 7242 0
4.420000 2.210000 0.0 5 53903 457 717 1782 1169 9248 7600 0
4.440000 2.220000 0.0 5 53902 418 756 1401 1085 9457 7484 0
4.460000 2.230000 0.0 5 53937 428 776 1314 1171 9571 7521 0
4.480000 2.240000 0.0 5 53937 428 769 1377 1164 9482 7541 0
4.500000 2.250000 0.0 5 53936 449 778 1319 1109 9625 7472 0
4.520000 2.260000 0.0 5 53938 399 763 1377 1082 9237 7491 0
4.540000 2.270000 0.0 5 53930 442 789 1337 1115 9221 7453 0
4.560000 2.280000 0.0 5 53924 440 733 1380 1066 9469 7603 0
4.580000 2.290000 0.0 5 53926 442 794 1433 1072 9372 7369 0
4.600000 2.300000 0.0 5 53918 414 902 1361 1053 9231 7308 0
4.620000 2.310000 0.0 5 53915 450 1292 1311 1082 9237 7385 0
4.640000 2.320000 0.0 5 53917 451 1570 1437 1096 9350 7576 0
4.660000 2.330000 0.0 5 53917 605 2063 1450 1091 9063 7512 0
4.680000 2.340000 0.0 5 53918 1425 2188 1443 1070 9348 7522 0
4.700000 2.350000 0.0 5 53917 2653 1761 1469 1054 9357 7549 0
4.720000 2.360000 0.0 5 53916 3899 1406 1735 1066 9267 7527 0
4.740000 2.370000 0.0 5 53909 2405 1305 1822 1086 8966 7410 0
4.760000 2.380000 0.0 5 53914 522 4620 1785 1085 9154 7740 0
4.780000 2.390000 0.0 5 53910 434 12154 1767 1099 9171 7397 0
4.800000 2.400000 0.0 5 53907 465 3528 1655 985 9143 7347 0
4.820000 2.410000 0.0 5 53942 470 1645 1461 1056 9156 7436 0
4.840000 2.420000 0.0 5 53942 472 773 1401 1022 9106 7416 0
4.860000 2.430000 0.0 5 53943 436 815 1535 1088 9198 7593 0
4.880000 2.440000 0.0 5 53938 451 904 1544 1099 9081 7443 0
4.900000 2.450000 0.0 5 53936 457 1298 1681 1126 9195 7457 0
4.920000 2.460000 0.0 5 53934 494 1687 1610 1096 9208 7336 0
4.940000 2.470000 0.0 5 53935 460 2553 1630 1070 9261 7310 0
4.960000 2.480000 0.0 5 53930 471 1650 1560 1123 9300 7482 0
4.980000 2.490000 0.0 5 53928 461 855 1481 1075 9172 7207 0
5.000000 2.500000 0.0 5 53930 459 966 1498 1104 9171 7351 0
5.020000 2.510000 0.0 5 53931 675 996 1982 1085 9087 7204 0
5.040000 2.520000 0.0 5 53928 1663 1074 1523 1127 9253 7314 0
5.060000 2.530000 0.0 5 53929 4836 1002 1437 1091 9329 7316 0
5.080000 2.540000 0.0 5 53925 10847 966 1456 1110 9145 7374 0
5.100000 2.550000 0.0 5 53928 3456 874 1334 1072 9217 7197 0
5.120000 2.560000 0.0 5 53923 618 756 1395 1110 9137 7218 0
5.140000 2.570000 0.0 5 53923 1245 789 1310 1077 9248 7350 0
5.160000 2.580000 0.0 5 53940 2006 997 1326 1069 9149 7381 0
5.180000 2.590000 0.0 5 53963 2696 1087 1328 1068 9087 7246 0
5.200000 2.600000 0.0 5 53964 2419 1190 1348 1051 9239 7211 0
5.220000 2.610000 0.0 5 53964 573 1189 1354 1124 9199 7332 0
5.240000 2.620000 0.0 5 53965 515 1046 1295 1136 9133 7248 0
5.260000 2.630000 0.0 5 53958 474 797 1332 1152 9144 7366 0
5.280000 2.640000 0.0 5 53956 513 786 1380 1074 9150 7377 0
5.300000 2.650000 0.0 5 53956 520 726 1395 1128 9195 7211 0
5.320000 2.660000 0.0 5 53951 514 684 1389 1187 9212 7131 0
5.340000 2.670000 0.0 5 53949 496 679 1367 1163 9132 7267 0
5.360000 2.680000 0.0 5 53951 520 695 1396 1126 9134 7344 0
5.380000 2.690000 0.0 5 53953 508 722 1407 1140 9184 7326 0
5.400000 2.700000 0.0 5 53946 1385 685 1439 1074 9038 7194 0
5.420000 2.710000 0.0 5 53946 5920 711 1498 1087 9192 7188 0
5.440000 2.720000 0.0 5 53943 14748 700 1465 1103 9169 7136 0
5.460000 2.730000 0.0 5 53947 7066 743 1502 1028 9187 7152 0
5.480000 2.740000 0.0 5 53943 1188 781 1563 1119 9146 7219 0
5.500000 2.750000 0.0 5 53944 495 795 1473 1050 9236 7131 0
5.520000 2.760000 0.0 5 53982 523 796 1549 1069 9255 7255 0
5.540000 2.770000 0.0 5 53988 497 746 1527 1063 9285 7175 0
5.560000 2.780000 0.0 5 53977 526 704 1419 1081 9231 7253 0
5.580000 2.790000 0.0 5 53975 525 644 1445 1046 9082 7108 0
5.600000 2.800000 0.0 5 53972 481 699 1507 1039 9042 7197 0
5.620000 2.810000 0.0 5 53976 493 713 1369 1059 9049 7149 0
5.640000 2.820000 0.0 5 53972 449 657 1370 1038 8900 7057 0
5.660000 2.830000 0.0 5 53971 493 734 1492 1047 9016 7154 0
5.680000 2.840000 0.0 5 53974 493 1374 1392 991 9118 7117 0
5.700000 2.850000 0.0 5 53966 482 1665 1430 1081 9050 7122 0
5.720000 2.860000 0.0 5 53968 487 1347 1495 1059 9113 7066 0
5.740000 2.870000 0.0 5 53963 472 826 1522 1061 9115 7026 0
5.760000 2.880000 0.0 5 53963 472 838 1521 996 9271 7091 0
5.780000 2.890000 0.0 5 53955 476 783 1594 1040 8980 7212 0
5.800000 2.900000 0.0 5 53962 697 767 1541 1040 8962 7142 0
5.820000 2.910000 0.0 5 53958 2083 770 1557 1057 9089 7159 0
5.840000 2.920000 0.0 5 53953 3067 767 1740 1081 9244 7014 0
5.860000 2.930000 0.0 5 54000 2964 772 1429 1099 9057 7030 0
5.880000 2.940000 0.0 5 53996 1843 831 1348 1098 9046 7032 0
5.900000 2.950000 0.0 5 53993 501 776 1443 1090 9103 7028 0
5.920000 2.960000 0.0 5 53995 501 821 1384 1089 8962 7129 0
5.940000 2.970000 0.0 5 53990 472 894 1343 1010 9084 6864 0
5.960000 2.980000 0.0 5 53989 492 1062 1350 1058 8910 7208 0
5.980000 2.990000 0.0 5 53988 539 1462 1388 1070 9021 7118 0
6.000000 3.000000 0.0 5 53984 486 1378 1397 1102 8996 6888 0
6.020000 3.010000 0.0 5 53984 503 1372 1393 1058 8953 7171 0
6.040000 3.020000 0.0 5 53981 517 2171 1409 1037 9029 7080 0
6.060000 3.030000 0.0 5 53979 474 2766 1468 1036 9088 7249 0
6.080000 3.040000 0.0 5 53977 476 1540 1535 1022 8984 7170 0
6.100000 3.050000 0.0 5 53976 477 1100 1473 1091 8756 6991 0
6.120000 3.060000 0.0 5 53974 506 1004 1566 1084 8880 7011 0
6.140000 3.070000 0.0 5 53973 508 836 1539 1015 8882 6962 0
6.160000 3.080000 0.0 5 53972 515 815 1492 1020 8813 7037 0
6.180000 3.090000 0.0 5 53975 461 782 1439 998 8832 7058 0
6.200000 3.100000 0.0 5 53972 517 770 1457 1045 8951 6885 0
6.220000 3.110000 0.0 5 54013 522 814 1459 1082 8874 6953 0
6.240000 3.120000 0.0 5 54011 482 1028 1341 1090 8808 7105 0
6.260000 3.130000 0.0 5 54012 478 1168 1416 1006 8731 6970 0
6.280000 3.140000 0.0 5 54009 559 1278 1353 1057 8719 6814 0
6.300000 3.150000 0.0 5 54007 614 1307 1405 1082 8875 7184 0
6.320000 3.160000 0.0 5 54007 1235 2026 1404 1055 8882 7105 0
6.340000 3.170000 0.0 5 54007 5394 1888 1415 1096 8642 6949 0
6.360000 3.180000 0.0 5 54005 17206 1144 1415 1198 8633 6989 0
6.380000 3.190000 0.0 5 54002 15747 901 1425 1028 8793 6933 0
6.400000 3.200000 0.0 5 54002 6597 876 1464 1059 8792 7050 0
6.420000 3.210000 0.0 5 54003 1198 970 1468 1074 8837 7042 0
6.440000 3.220000 0.0 5 54000 924 1001 1492 1056 8842 6809 0
6.460000 3.230000 0.0 5 54000 834 970 1571 1096 8722 6825 0
6.480000 3.240000 0.0 5 53993 549 1102 1527 1064 8660 6961 0
6.500000 3.250000 0.0 5 53996 569 1055 1626 1066 8747 6879 0
6.520000 3.260000 0.0 5 53995 556 902 1641 1038 8772 6993 0
6.540000 3.270000 0.0 5 54025 539 1057 1521 1100 8761 7001 0
6.560000 3.280000 0.0 5 54032 526 1663 1501 1098 8687 6995 0
6.580000 3.290000 0.0 5 54027 536 2543 1553 1086 8686 7002 0
6.600000 3.300000 0.0 5 54027 552 2987 1428 1104 8795 6904 0
6.620000 3.310000 0.0 5 54029 544 2330 1407 1071 8728 6890 0
6.640000 3.320000 0.0 5 54021 546 1332 1408 1030 8676 6870 0
6.660000 3.330000 0.0 5 54023 523 1291 1373 1031 8773 6908 0
6.680000 3.340000 0.0 5 54022 531 1297 1418 1090 8755 6832 0
6.700000 3.350000 0.0 5 54021 506 1357 1368 1104 8817 6959 0
6.720000 3.360000 0.0 5 54024 564 1302 1470 1018 8583 6872 0
6.740000 3.370000 0.0 5 54024 552 1367 1560 1113 8604 7012 0
6.760000 3.380000 0.0 5 54019 551 1571 1547 1018 8845 6832 0
6.780000 3.390000 0.0 5 54018 563 1838 1606 1047 8690 6718 0
6.800000 3.400000 0.0 5 54014 537 1094 1617 1109 8763 7054 0
6.820000 3.410000 0.0 5 54015 534 989 1551 1053 8621 6849 0
6.840000 3.420000 0.0 5 54014 544 868 1542 961 8881 6895 0
6.860000 3.430000 0.0 5 54007 589 790 1623 1037 8559 6744 0
6.880000 3.440000 0.0 5 54027 958 770 1666 1076 8701 6845 0
6.900000 3.450000 0.0 5 54042 2143 789 1398 1053 8796 6855 0
6.920000 3.460000 0.0 5 54048 3589 752 1326 1085 8628 6748 0
6.940000 3.470000 0.0 5 54044 4247 789 1410 1046 8655 6652 0
6.960000 3.480000 0.0 5 54039 7433 773 1438 1064 8624 6918 0
6.980000 3.490000 0.0 5 54040 4994 776 1417 1073 8449 6820 0
7.000000 3.500000 0.0 5 54034 2310 792 1475 997 8740 6712 0
7.020000 3.510000 0.0 5 54037 1120 874 1528 1048 8492 6770 0
7.040000 3.520000 0.0 5 54033 568 873 1465 1051 8682 6690 0
7.060000 3.530000 0.0 5 54030 570 983 1528 1013 8618 6755 0
7.080000 3.540000 0.0 5 54029 536 947 1511 1072 8756 6664 0
7.100000 3.550000 0.0 5 54027 574 1013 1553 1090 8688 6674 0
7.120000 3.560000 0.0 5 54024 551 1436 1507 1043 8599 6707 0
7.140000 3.570000 0.0 5 54025 535 1208 1554 1107 8678 6692 0
7.160000 3.580000 0.0 5 54021 578 1311 1535 1044 8754 6791 0
7.180000 3.590000 0.0 5 54026 617 1578 1470 1060 8624 6728 0
7.200000 3.600000 0.0 5 54029 826 1779 1377 1026 8621 6850 0
7.220000 3.610000 0.0 5 54062 1115 1575 1375 1054 8473 6740 0
7.240000 3.620000 0.0 5 54062 643 986 1428 1078 8550 6868 0
7.260000 3.630000 0.0 5 54058 597 868 1478 1038 8435 6789 0
7.280000 3.640000 0.0 5 54061 603 900 1356 1019 8477 6666 0
7.300000 3.650000 0.0 5 54057 591 857 1483 1047 8411 6762 0
7.320000 3.660000 0.0 5 54059 564 908 1678 1096 8597 6624 0
7.340000 3.670000 0.0 5 54058 579 934 1567 1045 8629 6775 0
7.360000 3.680000 0.0 5 54058 595 874 1542 1071 8659 6625 0
7.380000 3.690000 0.0 5 54053 577 846 1601 994 8526 6750 0
7.400000 3.700000 0.0 5 54051 638 859 1594 1129 8563 6572 0
7.420000 3.710000 0.0 5 54051 634 743 1538 1057 8689 6710 0
7.440000 3.720000 0.0 5 54045 618 792 1545 1040 8677 6625 0
7.460000 3.730000 0.0 5 54045 1275 794 1400 1028 8477 6636 0
7.480000 3.740000 0.0 5 54041 9843 765 1496 982 8632 6628 0
7.500000 3.750000 0.0 5 54044 18888 752 1494 1043 8379 6683 0
7.520000 3.760000 0.0 5 54037 26230 788 1503 1007 8577 6585 0
7.540000 3.770000 0.0 5 54076 34816 856 1622 1013 8464 6574 0
7.560000 3.780000 0.0 5 54073 8807 949 1446 994 8247 6659 0
7.580000 3.790000 0.0 5 54070 672 955 1354 1006 8550 6772 0
7.600000 3.800000 0.0 5 54065 645 927 1385 1108 8480 6663 0
7.620000 3.810000 0.0 5 54068 595 794 1339 1065 8507 6677 0
7.640000 3.820000 0.0 5 54068 627 837 1351 1047 8455 6518 0
7.660000 3.830000 0.0 5 54066 614 762 1358 1007 8552 6624 0
