#Start @ Tue Jul  9 11:48:12 2019
#Twotheta(degree) Theta Q Time Count1 Count2 Count3 Count4 Count5 Count6 Count7 Count8
4.800000 2.400000 0.0 25 688665 66424 32381 51346 37464 300054 253354 0
4.900000 2.450000 0.0 25 688617 63231 31706 50402 37257 297970 252429 0
5.000000 2.500000 0.0 25 688897 59732 30995 50427 36885 297692 252054 0
5.100000 2.550000 0.0 25 688855 57477 30339 50726 36359 297481 252278 0
5.200000 2.600000 0.0 25 688783 57300 29717 49948 36587 297195 251317 0
5.300000 2.650000 0.0 25 689157 57351 29663 50291 36825 296509 250700 0
5.400000 2.700000 0.0 25 689142 58787 29298 49926 36747 295206 249349 0
5.500000 2.750000 0.0 25 689018 59154 28741 49866 36304 295135 248767 0
5.600000 2.800000 0.0 25 688951 59438 28425 49597 36506 292753 248202 0
5.700000 2.850000 0.0 25 689314 60066 28470 50069 36233 294091 246656 0
5.800000 2.900000 0.0 25 689199 60059 28683 50079 36139 291725 245647 0
5.900000 2.950000 0.0 25 689086 60368 28752 50192 36045 291601 244768 0
6.000000 3.000000 0.0 25 689193 59849 29277 50126 35989 290902 243503 0
6.100000 3.050000 0.0 25 689423 59484 29263 50421 36630 289120 243618 0
6.200000 3.100000 0.0 25 689386 59241 29535 50760 35961 289385 242241 0
6.300000 3.150000 0.0 25 689230 59037 29798 50529 36107 287633 241163 0
6.400000 3.200000 0.0 25 689452 58709 30394 50622 36256 286760 240853 0
6.500000 3.250000 0.0 25 689614 58798 30604 50618 35832 286263 239263 0
6.600000 3.300000 0.0 25 689562 58103 30705 51095 35780 284536 238318 0
6.700000 3.350000 0.0 25 689447 59097 31135 51431 36036 283745 238620 0
6.800000 3.400000 0.0 25 689681 59215 30680 50778 35618 282985 237713 0
6.900000 3.450000 0.0 25 689641 59667 30737 51124 35841 282434 236071 0
7.000000 3.500000 0.0 25 689480 60303 30817 51282 35502 281657 235185 0
7.100000 3.550000 0.0 25 689704 61376 30458 51342 35531 280568 234043 0
7.200000 3.600000 0.0 25 689914 61735 29848 51167 35388 278992 233366 0
7.300000 3.650000 0.0 25 689859 62535 30068 50587 35451 278461 232552 0
7.400000 3.700000 0.0 25 689822 64177 29570 50384 35217 276706 230623 0
7.500000 3.750000 0.0 25 690029 65017 29492 50616 35164 275465 230325 0
7.600000 3.800000 0.0 25 690113 66834 29459 50456 34922 275088 230163 0
7.700000 3.850000 0.0 25 689989 67712 29183 49939 35056 273877 228504 0
7.800000 3.900000 0.0 25 689969 68472 28654 49882 34796 272661 227288 0
7.900000 3.950000 0.0 25 690372 69597 28352 48795 34777 271829 226383 0
8.000000 4.000000 0.0 25 690347 70545 27926 48560 34479 271049 226013 0
8.100000 4.050000 0.0 25 690282 71227 27660 48406 34215 269666 225641 0
8.200000 4.100000 0.0 25 690412 70726 27686 48000 34088 269510 223574 0
8.300000 4.150000 0.0 25 690597 71074 27075 47721 34223 268883 223733 0
8.400000 4.200000 0.0 25 690515 70416 26961 47182 33732 267542 222212 0
8.500000 4.250000 0.0 25 690391 70600 26402 46837 33741 266772 220845 0
8.600000 4.300000 0.0 25 690807 70498 26167 46418 33638 265625 220727 0
8.700000 4.350000 0.0 25 690763 70491 26267 46229 33545 264108 219794 0
8.800000 4.400000 0.0 25 690724 70041 25256 45617 33359 264156 219099 0
8.900000 4.450000 0.0 25 690766 70174 25449 45633 33235 261251 218685 0
9.000000 4.500000 0.0 25 691071 70457 24609 45295 33097 261764 217425 0
