#Start @ Tue Jul  9 13:16:54 2019
#Twotheta(degree) Theta Q Time Count1 Count2 Count3 Count4 Count5 Count6 Count7 Count8
2.100000 1.050000 0.0 3 83571 22 80 12 13 35 5 0
2.120000 1.060000 0.0 3 83575 28 80 18 7 34 4 0
2.140000 1.070000 0.0 3 83562 23 70 21 18 31 8 0
2.160000 1.080000 0.0 3 83562 11 67 18 12 27 10 0
2.180000 1.090000 0.0 3 83569 22 67 19 10 30 10 0
2.200000 1.100000 0.0 3 83569 13 76 18 8 36 4 0
2.220000 1.110000 0.0 3 83574 22 67 23 10 26 12 0
2.240000 1.120000 0.0 3 83561 23 75 16 13 30 6 0
2.260000 1.130000 0.0 3 83563 28 81 16 15 30 10 0
2.280000 1.140000 0.0 3 83550 31 73 16 18 23 12 0
2.300000 1.150000 0.0 3 83556 19 70 6 17 28 16 0
2.320000 1.160000 0.0 3 83556 22 78 13 14 27 8 0
2.340000 1.170000 0.0 3 83562 19 72 16 7 41 8 0
2.360000 1.180000 0.0 3 83549 17 82 21 17 40 9 0
2.380000 1.190000 0.0 3 83550 17 73 12 14 37 14 0
2.400000 1.200000 0.0 3 83550 37 74 13 10 27 6 0
2.420000 1.210000 0.0 3 83557 21 67 15 18 35 10 0
2.440000 1.220000 0.0 3 83546 17 81 17 22 26 10 0
2.460000 1.230000 0.0 3 83559 22 68 18 11 33 3 0
2.480000 1.240000 0.0 3 83548 25 76 22 12 32 6 0
2.500000 1.250000 0.0 3 83544 34 68 18 10 34 14 0
2.520000 1.260000 0.0 3 83557 23 79 15 12 34 10 0
2.540000 1.270000 0.0 3 83537 23 75 18 7 29 5 0
2.560000 1.280000 0.0 3 83539 22 69 17 13 37 6 0
2.580000 1.290000 0.0 3 83570 21 69 10 7 34 9 0
2.600000 1.300000 0.0 3 83594 21 78 13 4 30 5 0
2.620000 1.310000 0.0 3 83593 23 68 20 12 32 7 0
2.640000 1.320000 0.0 3 83595 19 85 23 12 35 7 0
2.660000 1.330000 0.0 3 83599 25 78 11 6 29 6 0
2.680000 1.340000 0.0 3 83600 30 73 15 17 22 8 0
2.700000 1.350000 0.0 3 83585 26 69 18 16 27 10 0
2.720000 1.360000 0.0 3 83593 22 78 17 13 28 5 0
2.740000 1.370000 0.0 3 83586 23 75 19 7 17 8 0
2.760000 1.380000 0.0 3 83580 18 78 19 11 26 5 0
2.780000 1.390000 0.0 3 83583 22 61 17 14 40 7 0
2.800000 1.400000 0.0 3 83574 24 70 25 13 34 5 0
2.820000 1.410000 0.0 3 83578 23 77 24 6 29 8 0
2.840000 1.420000 0.0 3 83581 16 73 22 14 27 8 0
2.860000 1.430000 0.0 3 83583 27 71 13 12 36 6 0
2.880000 1.440000 0.0 3 83577 23 67 13 8 36 12 0
2.900000 1.450000 0.0 3 83580 18 84 23 9 37 10 0
2.920000 1.460000 0.0 3 83582 20 70 16 6 26 6 0
2.940000 1.470000 0.0 3 83577 28 73 19 15 30 10 0
2.960000 1.480000 0.0 3 83576 12 74 15 15 27 8 0
2.980000 1.490000 0.0 3 83571 21 67 17 13 41 8 0
3.000000 1.500000 0.0 3 83577 18 69 15 16 33 6 0
3.020000 1.510000 0.0 3 83568 25 70 21 8 37 9 0
3.040000 1.520000 0.0 3 83573 25 67 15 14 25 6 0
3.060000 1.530000 0.0 3 83581 22 68 12 11 36 8 0
3.080000 1.540000 0.0 3 83622 20 65 14 13 37 5 0
3.100000 1.550000 0.0 3 83634 17 69 19 12 21 7 0
3.120000 1.560000 0.0 3 83628 16 81 20 12 33 5 0
3.140000 1.570000 0.0 3 83643 34 79 19 11 31 9 0
3.160000 1.580000 0.0 3 83626 25 71 14 11 31 5 0
3.180000 1.590000 0.0 3 83626 22 70 14 11 39 9 0
3.200000 1.600000 0.0 3 83621 25 85 14 9 32 9 0
3.220000 1.610000 0.0 3 83614 21 70 15 11 40 8 0
3.240000 1.620000 0.0 3 83627 25 78 16 16 28 8 0
3.260000 1.630000 0.0 3 83611 21 69 17 7 35 7 0
3.280000 1.640000 0.0 3 83605 22 74 19 15 21 8 0
3.300000 1.650000 0.0 3 83599 33 61 14 15 31 9 0
3.320000 1.660000 0.0 3 83594 20 65 15 10 30 7 0
3.340000 1.670000 0.0 3 83595 16 67 14 13 34 6 0
3.360000 1.680000 0.0 3 83597 22 74 23 13 25 2 0
3.380000 1.690000 0.0 3 83593 20 70 18 11 28 10 0
3.400000 1.700000 0.0 3 83593 22 65 19 13 37 8 0
3.420000 1.710000 0.0 3 83573 22 64 16 11 35 3 0
3.440000 1.720000 0.0 3 83585 21 76 17 10 28 13 0
3.460000 1.730000 0.0 3 83587 23 71 20 7 33 6 0
3.480000 1.740000 0.0 3 83585 18 69 14 17 26 7 0
3.500000 1.750000 0.0 3 83589 24 66 18 11 26 11 0
3.520000 1.760000 0.0 3 83595 20 78 13 9 35 11 0
3.540000 1.770000 0.0 3 83581 18 73 18 15 25 8 0
3.560000 1.780000 0.0 3 83583 25 72 21 13 30 5 0
3.580000 1.790000 0.0 3 83572 15 64 13 14 29 4 0
3.600000 1.800000 0.0 3 83581 20 63 19 15 31 9 0
3.620000 1.810000 0.0 3 83582 28 67 20 13 32 12 0
3.640000 1.820000 0.0 3 83658 19 75 10 13 20 12 0
3.660000 1.830000 0.0 3 83647 21 79 22 7 30 8 0
3.680000 1.840000 0.0 3 83643 20 75 15 13 24 8 0
3.700000 1.850000 0.0 3 83650 20 77 12 5 26 5 0
3.720000 1.860000 0.0 3 83650 24 72 17 20 31 9 0
3.740000 1.870000 0.0 3 83644 23 63 22 8 30 13 0
3.760000 1.880000 0.0 3 83642 28 73 18 19 25 7 0
3.780000 1.890000 0.0 3 83635 20 73 15 16 30 12 0
3.800000 1.900000 0.0 3 83635 26 72 19 9 28 7 0
3.820000 1.910000 0.0 3 83638 19 74 13 13 36 6 0
3.840000 1.920000 0.0 3 83628 14 78 13 13 31 10 0
3.860000 1.930000 0.0 3 83622 22 70 18 7 26 11 0
3.880000 1.940000 0.0 3 83632 20 77 23 9 37 11 0
3.900000 1.950000 0.0 3 83615 26 66 17 19 32 8 0
3.920000 1.960000 0.0 3 83614 19 67 14 12 29 10 0
3.940000 1.970000 0.0 3 83613 26 72 15 12 25 5 0
3.960000 1.980000 0.0 3 83613 19 76 17 12 30 9 0
3.980000 1.990000 0.0 3 83610 19 71 14 5 37 7 0
4.000000 2.000000 0.0 3 83607 33 62 18 12 33 5 0
4.020000 2.010000 0.0 3 83604 19 64 20 19 30 9 0
4.040000 2.020000 0.0 3 83610 26 72 18 7 25 14 0
4.060000 2.030000 0.0 3 83601 24 65 16 6 26 7 0
4.080000 2.040000 0.0 3 83602 18 75 19 14 24 8 0
4.100000 2.050000 0.0 3 83610 23 70 13 10 31 5 0
4.120000 2.060000 0.0 3 83610 20 69 13 14 22 9 0
4.140000 2.070000 0.0 3 83602 29 69 16 15 29 6 0
4.160000 2.080000 0.0 3 83639 27 71 14 14 30 7 0
4.180000 2.090000 0.0 3 83670 18 70 10 10 28 4 0
4.200000 2.100000 0.0 3 83658 29 79 18 8 23 11 0
4.220000 2.110000 0.0 3 83661 26 69 18 13 27 4 0
4.240000 2.120000 0.0 3 83660 19 70 22 13 32 8 0
4.260000 2.130000 0.0 3 83649 20 67 14 10 19 3 0
4.280000 2.140000 0.0 3 83652 21 71 21 10 30 10 0
4.300000 2.150000 0.0 3 83658 19 68 17 9 23 5 0
4.320000 2.160000 0.0 3 83649 19 66 18 5 24 9 0
4.340000 2.170000 0.0 3 83647 11 67 14 17 26 7 0
4.360000 2.180000 0.0 3 83650 16 78 18 15 29 4 0
4.380000 2.190000 0.0 3 83649 24 66 14 12 28 9 0
4.400000 2.200000 0.0 3 83642 19 68 14 11 36 11 0
4.420000 2.210000 0.0 3 83643 15 69 19 12 37 8 0
4.440000 2.220000 0.0 3 83638 23 68 17 13 37 15 0
4.460000 2.230000 0.0 3 83632 21 66 24 14 36 10 0
4.480000 2.240000 0.0 3 83642 21 75 16 8 32 6 0
4.500000 2.250000 0.0 3 83638 18 73 14 15 39 9 0
4.520000 2.260000 0.0 3 83641 17 77 22 11 30 9 0
4.540000 2.270000 0.0 3 83639 20 73 18 10 39 5 0
4.560000 2.280000 0.0 3 83630 15 67 15 13 31 2 0
4.580000 2.290000 0.0 3 83632 19 63 17 15 24 6 0
4.600000 2.300000 0.0 3 83633 19 73 15 12 24 8 0
4.620000 2.310000 0.0 3 83628 25 83 15 11 38 3 0
4.640000 2.320000 0.0 3 83631 26 62 9 10 34 10 0
4.660000 2.330000 0.0 3 83666 30 76 16 15 40 6 0
4.680000 2.340000 0.0 3 83688 20 75 24 11 28 7 0
4.700000 2.350000 0.0 3 83694 23 70 17 13 28 3 0
4.720000 2.360000 0.0 3 83680 16 80 18 7 36 4 0
4.740000 2.370000 0.0 3 83680 25 73 19 9 29 4 0
4.760000 2.380000 0.0 3 83670 14 77 15 14 34 4 0
4.780000 2.390000 0.0 3 83680 20 73 14 12 25 10 0
4.800000 2.400000 0.0 3 83678 18 60 11 8 31 7 0
4.820000 2.410000 0.0 3 83682 17 71 20 13 23 5 0
4.840000 2.420000 0.0 3 83685 20 78 16 10 27 6 0
4.860000 2.430000 0.0 3 83688 18 68 13 5 28 10 0
4.880000 2.440000 0.0 3 83673 22 82 14 10 29 7 0
4.900000 2.450000 0.0 3 83665 20 71 14 16 28 9 0
4.920000 2.460000 0.0 3 83675 20 66 23 6 29 4 0
4.940000 2.470000 0.0 3 83666 18 72 12 4 21 4 0
4.960000 2.480000 0.0 3 83657 27 67 14 8 25 11 0
4.980000 2.490000 0.0 3 83648 24 64 15 10 34 7 0
5.000000 2.500000 0.0 3 83657 20 79 13 8 24 6 0
5.020000 2.510000 0.0 3 83669 19 77 11 10 25 7 0
5.040000 2.520000 0.0 3 83652 24 79 9 8 24 5 0
5.060000 2.530000 0.0 3 83655 23 70 17 9 29 6 0
5.080000 2.540000 0.0 3 83640 22 67 20 8 28 4 0
5.100000 2.550000 0.0 3 83644 24 65 19 12 40 2 0
5.120000 2.560000 0.0 3 83639 30 65 20 11 33 8 0
5.140000 2.570000 0.0 3 83642 14 73 10 13 24 7 0
5.160000 2.580000 0.0 3 83649 21 62 13 9 31 9 0
5.180000 2.590000 0.0 3 83709 15 72 23 9 30 5 0
5.200000 2.600000 0.0 3 83698 20 71 17 10 40 5 0
5.220000 2.610000 0.0 3 83708 13 72 17 9 32 11 0
5.240000 2.620000 0.0 3 83720 19 70 17 10 29 11 0
5.260000 2.630000 0.0 3 83713 18 73 13 17 28 11 0
5.280000 2.640000 0.0 3 83698 13 68 15 14 25 5 0
5.300000 2.650000 0.0 3 83697 23 76 10 12 31 5 0
5.320000 2.660000 0.0 3 83686 25 69 17 17 33 8 0
5.340000 2.670000 0.0 3 83704 21 67 16 10 27 11 0
5.360000 2.680000 0.0 3 83698 23 64 20 10 33 8 0
5.380000 2.690000 0.0 3 83696 17 71 14 17 35 8 0
5.400000 2.700000 0.0 3 83700 22 62 17 9 44 7 0
5.420000 2.710000 0.0 3 83691 22 79 16 12 33 5 0
5.440000 2.720000 0.0 3 83695 21 74 15 11 36 11 0
5.460000 2.730000 0.0 3 83699 17 69 15 14 38 8 0
5.480000 2.740000 0.0 3 83697 23 64 16 9 41 9 0
5.500000 2.750000 0.0 3 83700 25 73 19 15 29 7 0
5.520000 2.760000 0.0 3 83689 23 77 12 14 29 10 0
5.540000 2.770000 0.0 3 83684 12 62 20 17 31 11 0
5.560000 2.780000 0.0 3 83685 23 78 18 9 31 9 0
5.580000 2.790000 0.0 3 83689 26 65 15 15 29 6 0
5.600000 2.800000 0.0 3 83679 20 87 13 8 27 9 0
5.620000 2.810000 0.0 3 83686 24 72 15 7 34 11 0
5.640000 2.820000 0.0 3 83676 14 72 14 9 34 11 0
5.660000 2.830000 0.0 3 83684 27 71 17 14 29 6 0
5.680000 2.840000 0.0 3 83702 19 67 21 10 34 4 0
5.700000 2.850000 0.0 3 83674 19 71 19 13 34 4 0
5.720000 2.860000 0.0 3 83705 25 72 14 13 32 7 0
5.740000 2.870000 0.0 3 83734 17 67 23 9 31 6 0
5.760000 2.880000 0.0 3 83721 15 67 16 10 27 12 0
5.780000 2.890000 0.0 3 83715 19 65 14 14 26 11 0
5.800000 2.900000 0.0 3 83711 25 57 15 7 36 6 0
5.820000 2.910000 0.0 3 83719 22 69 19 4 41 6 0
5.840000 2.920000 0.0 3 83718 30 65 15 13 25 2 0
5.860000 2.930000 0.0 3 83706 18 66 13 6 37 6 0
5.880000 2.940000 0.0 3 83715 14 71 15 9 35 4 0
5.900000 2.950000 0.0 3 83713 14 62 18 11 44 3 0
5.920000 2.960000 0.0 3 83720 19 64 17 10 27 8 0
5.940000 2.970000 0.0 3 83712 24 77 8 8 32 10 0
5.960000 2.980000 0.0 3 83707 13 80 16 7 30 8 0
5.980000 2.990000 0.0 3 83703 18 64 19 11 35 5 0
6.000000 3.000000 0.0 3 83708 19 75 13 11 39 8 0
6.020000 3.010000 0.0 3 83719 18 78 12 11 32 8 0
6.040000 3.020000 0.0 3 83705 19 69 15 10 41 11 0
6.060000 3.030000 0.0 3 83708 21 68 19 9 39 5 0
6.080000 3.040000 0.0 3 83699 20 62 17 9 30 6 0
6.100000 3.050000 0.0 3 83702 14 68 11 9 38 7 0
6.120000 3.060000 0.0 3 83694 20 73 20 12 36 5 0
6.140000 3.070000 0.0 3 83706 13 69 12 11 38 5 0
6.160000 3.080000 0.0 3 83702 21 70 14 16 25 7 0
6.180000 3.090000 0.0 3 83696 23 80 14 13 26 10 0
6.200000 3.100000 0.0 3 83691 15 68 15 15 27 7 0
6.220000 3.110000 0.0 3 83691 11 82 13 12 33 7 0
6.240000 3.120000 0.0 3 83754 20 71 17 16 21 6 0
6.260000 3.130000 0.0 3 83768 24 77 15 15 34 5 0
6.280000 3.140000 0.0 3 83756 26 76 13 8 27 7 0
6.300000 3.150000 0.0 3 83762 18 73 17 10 28 10 0
6.320000 3.160000 0.0 3 83762 13 75 15 14 31 6 0
6.340000 3.170000 0.0 3 83748 17 67 19 12 34 4 0
6.360000 3.180000 0.0 3 83747 21 73 12 7 26 8 0
6.380000 3.190000 0.0 3 83758 26 68 15 14 23 5 0
6.400000 3.200000 0.0 3 83749 28 67 16 5 30 7 0
6.420000 3.210000 0.0 3 83746 22 69 12 5 22 5 0
6.440000 3.220000 0.0 3 83738 19 68 20 12 33 6 0
6.460000 3.230000 0.0 3 83740 21 64 7 8 35 4 0
6.480000 3.240000 0.0 3 83726 16 68 14 6 44 11 0
6.500000 3.250000 0.0 3 83733 22 63 14 13 20 9 0
6.520000 3.260000 0.0 3 83733 19 67 9 9 32 10 0
6.540000 3.270000 0.0 3 83736 23 69 12 11 36 11 0
6.560000 3.280000 0.0 3 83730 20 69 10 8 35 6 0
6.580000 3.290000 0.0 3 83732 28 71 13 12 40 3 0
6.600000 3.300000 0.0 3 83732 26 74 9 5 26 4 0
6.620000 3.310000 0.0 3 83728 22 67 15 9 31 9 0
6.640000 3.320000 0.0 3 83718 26 68 21 14 38 8 0
6.660000 3.330000 0.0 3 83735 23 67 20 11 27 3 0
6.680000 3.340000 0.0 3 83733 21 70 10 12 26 7 0
6.700000 3.350000 0.0 3 83733 22 71 12 10 22 5 0
6.720000 3.360000 0.0 3 83722 23 62 18 7 33 6 0
6.740000 3.370000 0.0 3 83723 18 77 18 13 30 6 0
6.760000 3.380000 0.0 3 83732 20 79 11 10 25 7 0
6.780000 3.390000 0.0 3 83751 22 66 19 8 26 6 0
6.800000 3.400000 0.0 3 83782 18 64 10 14 42 3 0
6.820000 3.410000 0.0 3 83791 23 71 16 14 18 10 0
6.840000 3.420000 0.0 3 83787 18 77 17 14 25 13 0
6.860000 3.430000 0.0 3 83792 24 70 15 10 21 10 0
6.880000 3.440000 0.0 3 83789 23 68 14 8 38 7 0
6.900000 3.450000 0.0 3 83790 22 70 12 10 22 10 0
6.920000 3.460000 0.0 3 83792 20 66 14 15 29 4 0
6.940000 3.470000 0.0 3 83774 20 82 13 16 30 10 0
6.960000 3.480000 0.0 3 83786 24 77 12 8 34 5 0
6.980000 3.490000 0.0 3 83780 20 69 12 12 40 7 0
7.000000 3.500000 0.0 3 83771 15 69 12 12 41 3 0
7.020000 3.510000 0.0 3 83759 17 75 16 8 31 8 0
7.040000 3.520000 0.0 3 83762 21 63 13 11 23 5 0
7.060000 3.530000 0.0 3 83766 11 80 15 8 32 3 0
7.080000 3.540000 0.0 3 83757 14 68 17 8 30 7 0
7.100000 3.550000 0.0 3 83765 10 73 21 13 27 5 0
7.120000 3.560000 0.0 3 83765 14 68 23 12 23 12 0
7.140000 3.570000 0.0 3 83760 22 67 11 9 23 10 0
7.160000 3.580000 0.0 3 83762 21 71 12 11 38 3 0
7.180000 3.590000 0.0 3 83758 22 70 15 15 32 7 0
7.200000 3.600000 0.0 3 83756 14 71 16 11 40 7 0
7.220000 3.610000 0.0 3 83746 23 63 14 17 32 6 0
7.240000 3.620000 0.0 3 83750 16 65 16 15 29 10 0
7.260000 3.630000 0.0 3 83753 22 78 10 10 30 7 0
7.280000 3.640000 0.0 3 83807 14 70 20 10 26 7 0
7.300000 3.650000 0.0 3 83820 31 75 21 13 31 8 0
7.320000 3.660000 0.0 3 83823 20 71 18 7 23 3 0
7.340000 3.670000 0.0 3 83804 14 75 20 8 34 8 0
7.360000 3.680000 0.0 3 83799 10 72 13 16 37 13 0
7.380000 3.690000 0.0 3 83808 16 67 21 11 42 8 0
7.400000 3.700000 0.0 3 83792 12 75 10 10 27 5 0
7.420000 3.710000 0.0 3 83782 23 66 18 10 23 9 0
7.440000 3.720000 0.0 3 83772 23 73 21 7 32 5 0
7.460000 3.730000 0.0 3 83776 21 83 16 17 22 5 0
7.480000 3.740000 0.0 3 83776 21 68 15 13 26 8 0
7.500000 3.750000 0.0 3 83787 20 72 20 17 28 11 0
7.520000 3.760000 0.0 3 83785 18 75 15 15 38 11 0
7.540000 3.770000 0.0 3 83779 14 79 21 10 24 7 0
7.560000 3.780000 0.0 3 83777 16 68 20 7 30 3 0
7.580000 3.790000 0.0 3 83779 18 65 16 11 27 7 0
7.600000 3.800000 0.0 3 83770 27 77 15 9 32 2 0
7.620000 3.810000 0.0 3 83769 18 77 17 11 31 5 0
7.640000 3.820000 0.0 3 83767 18 71 9 8 32 6 0
7.660000 3.830000 0.0 3 83782 31 63 16 10 32 7 0
7.680000 3.840000 0.0 3 83778 22 72 14 5 27 5 0
7.700000 3.850000 0.0 3 83768 18 71 12 14 27 5 0
7.720000 3.860000 0.0 3 83762 11 71 13 14 23 6 0
7.740000 3.870000 0.0 3 83774 29 60 17 9 29 6 0
7.760000 3.880000 0.0 3 83796 17 66 21 9 33 4 0
7.780000 3.890000 0.0 3 83828 25 67 13 7 35 6 0
7.800000 3.900000 0.0 3 83828 20 71 17 7 32 3 0
7.820000 3.910000 0.0 3 83810 14 72 9 9 26 7 0
7.840000 3.920000 0.0 3 83802 15 66 12 16 19 8 0
7.860000 3.930000 0.0 3 83813 27 75 24 7 38 6 0
7.880000 3.940000 0.0 3 83803 17 71 18 8 20 8 0
7.900000 3.950000 0.0 3 83805 17 59 15 9 35 2 0
7.920000 3.960000 0.0 3 83795 16 75 12 9 29 12 0
7.940000 3.970000 0.0 3 83798 18 70 13 14 26 6 0
7.960000 3.980000 0.0 3 83794 24 67 9 11 23 8 0
7.980000 3.990000 0.0 3 83781 20 67 13 11 33 2 0
8.000000 4.000000 0.0 3 83786 24 68 16 17 26 10 0
8.020000 4.010000 0.0 3 83787 22 69 19 9 27 6 0
8.040000 4.020000 0.0 3 83791 22 69 16 15 30 10 0
8.060000 4.030000 0.0 3 83779 17 71 17 9 28 4 0
8.080000 4.040000 0.0 3 83781 27 75 15 14 29 4 0
8.100000 4.050000 0.0 3 83794 19 66 22 8 29 7 0
8.120000 4.060000 0.0 3 83788 17 74 14 7 31 8 0
8.140000 4.070000 0.0 3 83783 27 67 7 14 28 2 0
8.160000 4.080000 0.0 3 83784 20 62 25 10 22 7 0
8.180000 4.090000 0.0 3 83789 31 81 15 13 35 6 0
8.200000 4.100000 0.0 3 83792 20 74 14 11 27 3 0
8.220000 4.110000 0.0 3 83793 22 70 10 6 27 4 0
8.240000 4.120000 0.0 3 83780 24 72 13 13 31 5 0
8.260000 4.130000 0.0 3 83784 13 70 12 9 27 5 0
8.280000 4.140000 0.0 3 83779 18 71 16 11 39 4 0
8.300000 4.150000 0.0 3 83826 20 66 15 6 27 5 0
8.320000 4.160000 0.0 3 83844 14 75 13 11 27 8 0
8.340000 4.170000 0.0 3 83843 17 64 12 16 42 10 0
8.360000 4.180000 0.0 3 83841 17 76 20 15 33 7 0
8.380000 4.190000 0.0 3 83831 21 72 19 8 31 8 0
8.400000 4.200000 0.0 3 83826 20 79 14 8 33 2 0
8.420000 4.210000 0.0 3 83826 23 68 12 14 28 5 0
8.440000 4.220000 0.0 3 83821 22 78 16 10 30 2 0
8.460000 4.230000 0.0 3 83825 13 77 17 11 28 12 0
8.480000 4.240000 0.0 3 83836 20 73 16 12 26 7 0
8.500000 4.250000 0.0 3 83827 17 75 18 10 34 8 0
8.520000 4.260000 0.0 3 83814 13 68 13 9 31 7 0
8.540000 4.270000 0.0 3 83816 22 68 15 10 22 9 0
8.560000 4.280000 0.0 3 83822 23 73 15 8 31 7 0
8.580000 4.290000 0.0 3 83825 19 65 18 9 24 2 0
8.600000 4.300000 0.0 3 83818 29 80 13 9 25 9 0
8.620000 4.310000 0.0 3 83818 24 69 23 14 30 5 0
8.640000 4.320000 0.0 3 83815 22 69 11 12 34 5 0
8.660000 4.330000 0.0 3 83818 20 63 15 12 26 10 0
