#Start @ Tue Jul  9 13:16:54 2019
#Twotheta(degree) Theta Q Time Count1 Count2 Count3 Count4 Count5 Count6 Count7 Count8
8.680000 4.340000 0.0 3 83815 21 80 12 12 37 7 0
8.700000 4.350000 0.0 3 83812 22 63 12 9 38 4 0
8.720000 4.360000 0.0 3 83804 24 81 20 14 41 9 0
8.740000 4.370000 0.0 3 83799 18 70 15 10 31 9 0
8.760000 4.380000 0.0 3 83804 20 79 17 11 30 4 0
8.780000 4.390000 0.0 3 83812 17 76 16 11 39 14 0
8.800000 4.400000 0.0 3 83810 29 72 14 16 42 3 0
8.820000 4.410000 0.0 3 83808 18 72 14 9 20 5 0
8.840000 4.420000 0.0 3 83821 19 66 17 6 29 9 0
8.860000 4.430000 0.0 3 83852 23 69 13 7 28 7 0
8.880000 4.440000 0.0 3 83857 13 66 19 5 49 5 0
8.900000 4.450000 0.0 3 83849 17 72 14 15 36 7 0
8.920000 4.460000 0.0 3 83855 19 72 21 9 26 3 0
8.940000 4.470000 0.0 3 83850 15 70 25 17 35 13 0
8.960000 4.480000 0.0 3 83853 17 72 17 12 36 8 0
8.980000 4.490000 0.0 3 83851 25 69 16 16 30 9 0
9.000000 4.500000 0.0 3 83853 26 70 15 11 30 10 0
